speaker_id,gender,age,dark_bright,rough_smooth,attractive,authoritative,cute,nasal,strong,warm,weak,profession
4719,Male,Senior,,,,,,,,,,['Storytelling']
5337,Female,Adult,Bright,Smooth,,,,,,,,['Storytelling']
5519,Male,Adult,Dark,,,,,,,,,['Storytelling']
5731,Female,Adult,,,,,,Nasal,,,,['Storytelling']
5868,Male,Adult,,,,,,,Strong,,,['Storytelling']
5918,Male,Adult,Dark,,,,,,Strong,,,['Storytelling']
6395,Male,Adult,,,,,,,Strong,,,[]
6763,Female,Adult,,,,,,,,,,[]
7051,Male,Adult,Dark,Smooth,,Authoritative,,,,Warm,,['Storytelling']
7061,Male,Senior,Dark,,Attractive,Authoritative,,,,,,"['Storytelling', 'Diplomacy and Judiciary']"
7294,Female,Adult,,,,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
7445,Female,Teenager,Bright,,Attractive,,Cute,,,,,['Client and Public Interaction']
7909,Male,Adult,Dark,,,,,,,,,['Public Presentation']
7932,Female,Adult,,,,,,,,,,['Storytelling']
7938,Male,Adult,Dark,,Attractive,Authoritative,,,Strong,,,['Storytelling']
7959,Female,Teenager,Bright,,,,,,,,,['Client and Public Interaction']
803,Male,Adult,,,,,,,,Warm,,['Storytelling']
81,Male,Adult,,,,,,,,,,['Client and Public Interaction']
8228,Female,Teenager,Bright,Smooth,Attractive,,,,,,,"['Storytelling', 'Client and Public Interaction']"
8527,Male,Senior,Dark,,,,,,Strong,,,['Storytelling']
925,Female,Senior,,Smooth,,,,,,Warm,,[]
957,Male,Adult,,,Attractive,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
p249,Female,Adult,Dark,Rough,,,,,,,Weak,['Client and Public Interaction']
p310,Female,Teenager,Bright,,,,Cute,,,,Weak,['Client and Public Interaction']
p323,Ambiguous,Teenager,Bright,,,,,,,,,[]
p335,Female,Adult,,,,,,,,,Weak,['Client and Public Interaction']
p351,Female,Teenager,Bright,,,,Cute,,,,Weak,[]
p363,Male,Adult,,,,,,,,,,['Client and Public Interaction']
p364,Male,Teenager,,Rough,,,,,,,Weak,[]
1028,Ambiguous,Adult,,,,,,,,,,['Storytelling']
1121,Male,Adult,,,,,,,,,,['Public Presentation']
1195,Female,Adult,,,,,,,,,,"['Public Presentation', 'Storytelling']"
1224,Female,Teenager,Bright,Smooth,,,,Nasal,,,,[]
1226,Male,Adult,,,,,,,,,,[]
14,Female,Teenager,Bright,,,,Cute,,,,,[]
1629,Female,Adult,,,,,,,,,,['Client and Public Interaction']
1639,Male,Adult,,,,,,Nasal,,,,[]
1705,Female,Adult,,,Attractive,,,,,,,['Client and Public Interaction']
1776,Male,Adult,Dark,Rough,,Authoritative,,,Strong,,,['Diplomacy and Judiciary']
1801,Male,Adult,,Rough,Attractive,,,,,,,[]
2137,Male,Adult,,,,,,,,,,[]
224,Ambiguous,Adult,,Smooth,,,,,,,,[]
3258,Female,Adult,,,,Authoritative,,,Strong,,,"['Public Presentation', 'Diplomacy and Judiciary']"
3584,Female,Teenager,Bright,Smooth,Attractive,,Cute,,,,,['Client and Public Interaction']
3989,Female,Adult,,Smooth,Attractive,,,,,,,['Client and Public Interaction']
4358,Male,Senior,Dark,,Attractive,,,,Strong,,,[]
439,Male,Adult,Dark,,Attractive,,,,,Warm,,"['Public Presentation', 'Storytelling']"
4800,Ambiguous,Senior,,Rough,,,,Nasal,Strong,,,['Diplomacy and Judiciary']
4945,Male,Senior,Dark,,,Authoritative,,,,,,['Storytelling']
5062,Ambiguous,Senior,,,,,,,Strong,,,[]
5190,Male,Adult,,,,,,,,,,['Storytelling']
5242,Male,Senior,,Smooth,,,,,,,,['Storytelling']
561,Male,Adult,,,,,,,,,,[]
6054,Female,Adult,,,,,,,,,,"['Public Presentation', 'Client and Public Interaction']"
6104,Female,Senior,,,,Authoritative,,,,,,[]
6330,Male,Adult,Dark,,Attractive,Authoritative,,,Strong,,,['Storytelling']
6553,Male,Senior,Dark,,,,,,,Warm,,['Storytelling']
6643,Female,Teenager,Bright,,,,Cute,,,,,['Client and Public Interaction']
6701,Male,Adult,Dark,Rough,,,,,,,,['Storytelling']
6956,Male,Teenager,,Smooth,,,,,,,,[]
6965,Male,Senior,,,,,,,,,,[]
7318,Female,Adult,,Smooth,,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
7434,Ambiguous,Teenager,,Smooth,,,,,,,,['Client and Public Interaction']
7437,Male,Adult,,,,,,,,,,[]
7520,Male,Senior,Dark,,,,,,,,,[]
781,Male,Teenager,,,,,,,,,,['Client and Public Interaction']
7867,Male,Adult,Bright,,,,,,Strong,,,['Storytelling']
8097,Ambiguous,Adult,,,Attractive,,,,,,,"['Storytelling', 'Diplomacy and Judiciary']"
816,Male,Senior,Dark,,Attractive,Authoritative,,,,,,['Storytelling']
8329,Female,Adult,,Smooth,Attractive,,,,,Warm,,['Storytelling']
8605,Female,Adult,,Smooth,,,,,,,,['Client and Public Interaction']
8824,Male,Adult,,,Attractive,,,,,,,['Client and Public Interaction']
899,Male,Adult,,,,,,,,,,[]
920,Female,Adult,,,Attractive,,,,,,,['Storytelling']
p227,Male,Adult,,,,,,,,,,[]
p237,Male,Teenager,Dark,Rough,,,,,,,,[]
p239,Female,Adult,,Rough,,,,,,,,['Client and Public Interaction']
p277,Female,Teenager,,,,,,,,,,['Client and Public Interaction']
p301,Ambiguous,Adult,,,,,,,,,Weak,[]
101,Male,Adult,,Smooth,,,,,,,,[]
1061,Female,Adult,Bright,Smooth,Attractive,,,,,,,['Client and Public Interaction']
1079,Ambiguous,Adult,,,,,,,,,,[]
1165,Male,Adult,Bright,,,,,,,,,[]
1487,Male,Adult,Dark,,,Authoritative,,,,,,"['Public Presentation', 'Storytelling']"
1535,Male,Adult,Dark,,,,,,,,Weak,['Storytelling']
1678,Female,Teenager,,,,,,,,,,['Client and Public Interaction']
175,Female,Teenager,Bright,Smooth,,,Cute,,,,,"['Storytelling', 'Client and Public Interaction']"
1845,Female,Senior,,,,,,,,,,['Diplomacy and Judiciary']
2074,Male,Adult,,Rough,Attractive,,,,,,,[]
2427,Male,Adult,,Rough,,,,,,,,['Storytelling']
2531,Male,Adult,,,,,,,,,,['Client and Public Interaction']
2577,Ambiguous,Teenager,Bright,,,,,Nasal,,,,[]
2618,Male,Adult,,,,Authoritative,,,Strong,,,[]
296,Male,Adult,,,Attractive,,,,,,,['Client and Public Interaction']
2999,Male,Senior,,,,Authoritative,,,,,,[]
3482,Ambiguous,Adult,,,,Authoritative,,,,,,[]
4260,Female,Adult,,Smooth,,,,,,,,[]
4290,Male,Adult,,,Attractive,,,,,,,['Storytelling']
5002,Male,Adult,Dark,,,,,,,,,['Storytelling']
534,Ambiguous,Senior,,Smooth,,,,,,,,['Storytelling']
543,Male,Senior,,,,Authoritative,,,Strong,,,['Diplomacy and Judiciary']
5604,Female,Teenager,Bright,,Attractive,,Cute,,,,,['Client and Public Interaction']
5776,Male,Adult,,Rough,,,,,,,,[]
5883,Male,Senior,,,,,,,,Warm,,['Storytelling']
6352,Female,Adult,,Smooth,,,,,,,,"['Storytelling', 'Client and Public Interaction']"
6388,Female,Adult,,Smooth,,,,,,Warm,,[]
6509,Female,Adult,,,,,,,,,,[]
6544,Female,Teenager,Bright,Smooth,,,,,,,,['Client and Public Interaction']
6575,Male,Adult,,,Attractive,,,,Strong,,,['Storytelling']
6904,Female,Adult,,,,,,,,,,[]
6918,Female,Adult,,Smooth,,,,,,,,['Client and Public Interaction']
7140,Ambiguous,Adult,,,,,,,,,,['Client and Public Interaction']
7169,Male,Adult,,,,,,,,,,[]
7314,Male,Senior,,Rough,,,,,,,,[]
7484,Ambiguous,Adult,,,,,,,,,,['Storytelling']
7555,Female,Adult,,,Attractive,,,,,,,['Client and Public Interaction']
7720,Male,Adult,,,,,,,,,,"['Storytelling', 'Client and Public Interaction']"
7962,Female,Teenager,Bright,Smooth,Attractive,,Cute,,,,,['Client and Public Interaction']
8152,Male,Adult,Dark,,,,,,,Warm,,['Storytelling']
8388,Female,Adult,,,,,,,,,,['Storytelling']
8410,Female,Adult,Bright,Smooth,,,,,,,,['Client and Public Interaction']
8421,Female,Adult,Bright,Smooth,Attractive,,,,,,,[]
p225,Ambiguous,Teenager,Dark,Rough,,,,,,,,[]
p226,Male,Adult,Dark,,,,,,,,Weak,[]
p241,Male,Teenager,,,,,,,,,Weak,[]
p302,Male,Teenager,,,,,,,,,Weak,[]
p306,Female,Teenager,,,,,,,,,Weak,['Client and Public Interaction']
p334,Male,Teenager,,Rough,,,,,,,Weak,[]
p376,Male,Adult,,,,,,,,,Weak,[]
1112,Male,Adult,Dark,,Attractive,,,,,,,['Storytelling']
1222,Male,Adult,Dark,Rough,,Authoritative,,,,,,['Public Presentation']
17,Male,Adult,Dark,Rough,Attractive,,,,,,,"['Public Presentation', 'Storytelling']"
1806,Male,Senior,Bright,,,,,,,,,[]
2113,Male,Adult,Dark,,,,,,,,,['Client and Public Interaction']
225,Female,Senior,,,,,,,,,,[]
2388,Male,Adult,Dark,,,,,Nasal,,,,['Client and Public Interaction']
2404,Male,Adult,,,,,,,,,,[]
2532,Ambiguous,Adult,,Smooth,,,,,,Warm,,['Storytelling']
2638,Ambiguous,Adult,,,,,,,,,,['Storytelling']
3185,Male,Adult,Bright,,,,,,,,,['Storytelling']
3361,Female,Teenager,Bright,,,,Cute,,,,,[]
3866,Male,Senior,Dark,,,Authoritative,,,,,,['Diplomacy and Judiciary']
4013,Male,Adult,Dark,,,Authoritative,,,Strong,,,['Diplomacy and Judiciary']
4116,Ambiguous,Adult,Bright,,,,,,,,,"['Storytelling', 'Client and Public Interaction']"
4363,Female,Adult,,,,,,,,,,[]
4381,Female,Adult,,Smooth,,Authoritative,,,,,,[]
4592,Ambiguous,Adult,,,,,,,,,,[]
4807,Ambiguous,Teenager,,Rough,,,,,,,,['Client and Public Interaction']
5319,Male,Adult,Dark,,,,,,,Warm,,['Storytelling']
559,Male,Adult,,,Attractive,,,,,,,['Storytelling']
5672,Male,Adult,Dark,,,,,,,,,['Storytelling']
5968,Female,Adult,,,Attractive,,,,,,,['Storytelling']
5975,Male,Senior,Dark,Rough,,,,,,,,[]
598,Female,Adult,Bright,,,,,,,,,['Client and Public Interaction']
6032,Female,Adult,,Rough,,Authoritative,,,,,,[]
6060,Male,Adult,Dark,Smooth,,Authoritative,,,,,,['Storytelling']
6269,Male,Adult,,,,Authoritative,,,,,,[]
6406,Female,Teenager,Bright,,,,,,,,Weak,['Client and Public Interaction']
6686,Female,Adult,,Smooth,,,,,,,,['Client and Public Interaction']
6877,Male,Adult,,,,,,,,,,['Storytelling']
707,Male,Adult,Dark,,Attractive,,,,,,,['Storytelling']
731,Ambiguous,Adult,,,,,,,Strong,,,"['Public Presentation', 'Storytelling']"
7335,Female,Adult,,,,,,,,,,[]
7730,Female,Adult,,,,,,,,,Weak,['Client and Public Interaction']
7783,Ambiguous,Adult,,,,,,,,,,[]
7868,Female,Adult,,Smooth,,,,,,,,['Client and Public Interaction']
7910,Ambiguous,Adult,,,,,,,,,,['Client and Public Interaction']
7981,Male,Adult,Dark,,,,,,,Warm,Weak,['Client and Public Interaction']
8545,Female,Senior,,,,,,,,Warm,,[]
8592,Male,Adult,,,,,,,,,,['Public Presentation']
8684,Ambiguous,Senior,,,,,,,,,,[]
8855,Male,Senior,Dark,Rough,,Authoritative,,,Strong,,,[]
8875,Male,Adult,Dark,,,,,,,,,['Storytelling']
968,Female,Adult,,Smooth,,,,,,Warm,,['Client and Public Interaction']
p233,Female,Teenager,Bright,,Attractive,,,,,,,['Client and Public Interaction']
p246,Male,Adult,,,,,,,,,,[]
p269,Ambiguous,Teenager,,,,,,,,,,[]
p300,Female,Teenager,Bright,,,,,Nasal,,,,['Client and Public Interaction']
p315,Male,Teenager,Bright,,,,,Nasal,,,Weak,[]
1052,Ambiguous,Teenager,,,,,,,,,,[]
1160,Male,Senior,,Rough,,,,,,,,[]
1283,Male,Adult,,,,,,,,,,['Storytelling']
1943,Male,Adult,,,,,,,,,,['Storytelling']
1944,Female,Adult,Bright,,Attractive,,,,,,,"['Storytelling', 'Client and Public Interaction']"
207,Male,Adult,,,,,,,,,,['Client and Public Interaction']
2481,Female,Senior,,,,,,Nasal,,,,[]
2517,Male,Senior,,,,,,,,,,[]
318,Female,Adult,,Smooth,,,,,Strong,,,['Client and Public Interaction']
3289,Male,Adult,,,,,,,,,,[]
340,Male,Adult,Bright,,,,,,,,,['Client and Public Interaction']
3638,Female,Adult,Bright,,,,,,,,,['Client and Public Interaction']
3905,Female,Adult,Bright,Smooth,Attractive,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
4054,Male,Adult,,,,,,,,,,['Client and Public Interaction']
4243,Male,Senior,,Rough,,,,,,,,[]
4246,Male,Adult,Dark,,Attractive,,,,,,,['Storytelling']
4257,Male,Adult,,,,,,,,,,[]
4490,Female,Teenager,Bright,,Attractive,,Cute,,,,,"['Storytelling', 'Client and Public Interaction']"
480,Male,Adult,,,,,,,,,,['Client and Public Interaction']
5189,Male,Senior,Dark,Rough,,,,,,,,['Storytelling']
5239,Male,Adult,Dark,,,,,,,,,['Client and Public Interaction']
5290,Female,Adult,Bright,Smooth,Attractive,,Cute,,,,,"['Storytelling', 'Client and Public Interaction']"
5655,Female,Adult,Bright,,,,,Nasal,,,,[]
5712,Female,Adult,,,,,,,Strong,,,[]
5802,Male,Senior,,,,,,,Strong,,,"['Storytelling', 'Diplomacy and Judiciary']"
5810,Male,Adult,Dark,Rough,,,,,,,,['Storytelling']
5984,Female,Adult,,Smooth,,,,,,,,"['Storytelling', 'Client and Public Interaction']"
6038,Female,Adult,Dark,,,Authoritative,,,,,,"['Public Presentation', 'Diplomacy and Judiciary']"
6373,Female,Adult,,Smooth,,Authoritative,,,,,,"['Client and Public Interaction', 'Diplomacy and Judiciary']"
64,Female,Adult,,,,,,,,,,['Client and Public Interaction']
663,Male,Adult,Dark,,Attractive,,,,,Warm,,['Storytelling']
6683,Ambiguous,Teenager,,,,,,,,,,[]
6782,Female,Adult,,Smooth,,,,,,,,[]
6865,Ambiguous,Senior,Bright,,,,,,,,,[]
7117,Male,Adult,,,,,,,,,,[]
7240,Female,Senior,,Smooth,,,,,,Warm,,[]
7241,Male,Adult,Dark,,Attractive,Authoritative,,,Strong,,,"['Public Presentation', 'Storytelling']"
7285,Female,Teenager,Bright,,,,Cute,,,,,[]
7789,Ambiguous,Adult,,,,,,,,,,['Client and Public Interaction']
8008,Male,Senior,,Rough,,,,,,,Weak,[]
8066,Male,Adult,Dark,,,,,,Strong,,,"['Storytelling', 'Client and Public Interaction']"
8347,Male,Adult,Dark,Rough,Attractive,,,,,,,['Storytelling']
8718,Female,Teenager,Bright,Smooth,,,Cute,Nasal,,,,['Client and Public Interaction']
8772,Male,Senior,Dark,,Attractive,,,,,,,['Storytelling']
8786,Male,Adult,Dark,,,Authoritative,,,,,,['Diplomacy and Judiciary']
922,Male,Adult,,,,,,Nasal,Strong,,,[]
p247,Male,Adult,,,,,,,,,,['Client and Public Interaction']
p261,Female,Teenager,Bright,,Attractive,,Cute,,,,,['Client and Public Interaction']
p263,Male,Senior,Dark,,Attractive,,,,,,Weak,[]
p273,Ambiguous,Adult,,,,,,,,,Weak,[]
1343,Female,Senior,,Smooth,Attractive,,,,,,,['Client and Public Interaction']
1422,Female,Adult,,,,,,,,,,['Client and Public Interaction']
1498,Female,Adult,,,,,,,,,,[]
176,Male,Adult,,,,,,,,,,['Client and Public Interaction']
1859,Female,Adult,,Smooth,Attractive,,,,,,,['Storytelling']
1958,Male,Adult,,,,,,,,,,['Client and Public Interaction']
2004,Ambiguous,Adult,,Smooth,,,,,,,,['Storytelling']
208,Ambiguous,Teenager,,Smooth,,,Cute,,,,,[]
2256,Female,Senior,Dark,,,Authoritative,,,,,,['Diplomacy and Judiciary']
2319,Male,Adult,Dark,Rough,Attractive,,,,,,,['Storytelling']
2473,Male,Adult,,,,,,,,,,[]
2499,Ambiguous,Senior,,Smooth,,,,,,,,[]
3083,Female,Adult,,,Attractive,,,,,,,"['Storytelling', 'Client and Public Interaction']"
4238,Female,Senior,,,,,,,,,,[]
451,Ambiguous,Teenager,Bright,,,,Cute,,,,,[]
476,Male,Adult,Dark,,,Authoritative,,,,,,[]
4856,Male,Senior,,Rough,,,,,,Warm,,['Storytelling']
5007,Female,Senior,,,,Authoritative,,Nasal,,,,['Diplomacy and Judiciary']
5039,Female,Adult,,,,,,,,,,[]
5154,Female,Adult,Dark,Smooth,Attractive,,,,,,,['Storytelling']
5261,Male,Adult,,,,,,,,,,['Client and Public Interaction']
5606,Female,Adult,Bright,,,,,,,,,['Storytelling']
5635,Male,Teenager,,,,,,,,,,['Client and Public Interaction']
5740,Female,Adult,,Smooth,Attractive,,,,,Warm,,[]
5767,Male,Adult,,Rough,,,,,,,,[]
5914,Male,Adult,Dark,Rough,,Authoritative,,,Strong,,,['Storytelling']
6157,Male,Senior,,,,,,,,,,['Storytelling']
6258,Ambiguous,Adult,,,,,,,,,,[]
6518,Female,Adult,Bright,Smooth,,,,,,,,['Client and Public Interaction']
6927,Female,Teenager,Bright,,,,Cute,,,,,[]
6993,Male,Adult,Dark,Rough,,,,,,,,['Storytelling']
7011,Male,Adult,Dark,,,Authoritative,,,Strong,,,['Storytelling']
770,Male,Teenager,,,,,,,,,,['Client and Public Interaction']
7809,Male,Adult,,Rough,Attractive,,,,,Warm,,[]
7945,Ambiguous,Senior,,,,,,,Strong,,,[]
8080,Ambiguous,Adult,,Smooth,,,,,,,,[]
8113,Female,Adult,,Smooth,,,,,,,,[]
8163,Ambiguous,Adult,,,,,,,,,,[]
8776,Female,Teenager,Bright,Smooth,,,,,,,,['Client and Public Interaction']
p236,Female,Teenager,Bright,,,,Cute,,,,,[]
p267,Female,Teenager,,,,,,,,,Weak,[]
p285,Male,Teenager,Bright,,,,,,,,Weak,[]
p286,Male,Teenager,,,,,,,,,,['Client and Public Interaction']
p287,Male,Adult,Dark,,,Authoritative,,,,,,['Storytelling']
p292,Male,Teenager,,,,,,,,,Weak,[]
p299,Female,Adult,,,,,,,,,,[]
p314,Female,Adult,,,,,,,,,,['Client and Public Interaction']
p339,Female,Teenager,,,,,,,,,,['Client and Public Interaction']
p362,Female,Adult,,,,,,,,,Weak,['Client and Public Interaction']
s5,Female,Adult,Bright,Smooth,Attractive,,,,,,,['Client and Public Interaction']
1046,Male,Senior,Dark,,,Authoritative,,,Strong,,,['Storytelling']
1265,Male,Senior,Dark,,,,,,,,,[]
1322,Male,Teenager,,,,,,,,,,[]
1349,Male,Adult,,Rough,,,,,,,,[]
1448,Female,Teenager,,,,,,,,,,['Client and Public Interaction']
159,Male,Senior,,Rough,Attractive,,,,,Warm,Weak,['Storytelling']
166,Female,Adult,,Smooth,,,,,,Warm,,[]
1974,Male,Teenager,,,,,Cute,,,,,[]
2012,Male,Adult,Dark,,Attractive,,,,,,,"['Storytelling', 'Diplomacy and Judiciary']"
203,Female,Adult,,,,,,,,,,['Client and Public Interaction']
2204,Ambiguous,Adult,,,,,,,,,,[]
2401,Female,Senior,,,,,,,,,,['Client and Public Interaction']
2785,Female,Adult,,,,,Cute,,,,,['Client and Public Interaction']
2882,Female,Adult,,,,,,,,,,[]
3224,Female,Adult,Bright,,Attractive,,,,,,,['Client and Public Interaction']
3228,Ambiguous,Teenager,,Smooth,,,,,,,,['Storytelling']
3357,Female,Adult,,,,,,,,,,[]
3379,Ambiguous,Adult,,Smooth,,,,,,Warm,,[]
3490,Male,Senior,Dark,,Attractive,,,,,,,['Storytelling']
3546,Ambiguous,Adult,,Smooth,,,,,,Warm,,['Storytelling']
3615,Female,Adult,,,,,,,,,,['Diplomacy and Judiciary']
380,Female,Adult,,,,,,,,,,['Storytelling']
3927,Male,Senior,Dark,,,,,,,,,[]
398,Male,Adult,Dark,,,,,,,,,[]
4064,Female,Senior,,Rough,,Authoritative,,,,,,[]
4535,Male,Adult,Bright,,,,,,,,,['Storytelling']
475,Male,Adult,Bright,,,,,,,,,['Client and Public Interaction']
4967,Female,Teenager,Bright,Smooth,,,Cute,,,,,['Storytelling']
5012,Ambiguous,Teenager,,,,,,,,,,[]
510,Male,Adult,Dark,Rough,Attractive,Authoritative,,,Strong,,,"['Storytelling', 'Diplomacy and Judiciary']"
5147,Male,Adult,Dark,,,Authoritative,,,,Warm,,"['Public Presentation', 'Storytelling', 'Diplomacy and Judiciary']"
5266,Ambiguous,Teenager,,Rough,,,,,,,,['Client and Public Interaction']
5389,Male,Adult,Dark,Rough,,,,,,,,[]
5401,Male,Senior,,,,Authoritative,,,,,,[]
5489,Ambiguous,Adult,,,,,,,,,,[]
576,Female,Senior,,,,,,,,,,"['Storytelling', 'Client and Public Interaction']"
6006,Female,Teenager,Bright,,,,,,,,,[]
6189,Female,Adult,,,Attractive,,,,,,,['Storytelling']
639,Male,Adult,Dark,,Attractive,,,,,,,['Storytelling']
6492,Male,Adult,Dark,,,,,,,,,[]
6505,Female,Adult,,Smooth,,,,,,,,['Client and Public Interaction']
6696,Female,Teenager,,,,,,,Strong,,,[]
7120,Female,Senior,,,,,,Nasal,,Warm,,['Client and Public Interaction']
7498,Female,Teenager,Bright,Smooth,,,Cute,,,,,['Client and Public Interaction']
7525,Female,Adult,Bright,Smooth,Attractive,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
8699,Ambiguous,Teenager,,,,,,,,,,[]
98,Ambiguous,Adult,,Smooth,,,,,,,,['Client and Public Interaction']
p258,Male,Adult,Dark,Rough,,,,,,,Weak,[]
p259,Male,Teenager,,,,,,,,,Weak,[]
p297,Female,Teenager,,,,,,,,,,[]
1289,Female,Senior,,Rough,,,,,,,,[]
1387,Male,Adult,Dark,,,,,,,,,['Storytelling']
1413,Male,Adult,,,,,,,,,Weak,['Client and Public Interaction']
1509,Female,Teenager,Bright,Smooth,,,,,,,,['Client and Public Interaction']
1748,Male,Adult,Dark,Rough,,,,,Strong,,,['Storytelling']
188,Female,Adult,,Smooth,,,,,,,,[]
205,Female,Adult,,,,Authoritative,,,,,,"['Public Presentation', 'Client and Public Interaction']"
2056,Female,Senior,,Smooth,,Authoritative,,,,,,[]
2240,Male,Senior,,,,,,,,,,[]
2364,Female,Adult,,,Attractive,,,,,Warm,,['Storytelling']
242,Female,Adult,,Smooth,,,,,,,,[]
3003,Ambiguous,Adult,,,,,,,,,,[]
3119,Female,Senior,,,,Authoritative,,,,,,[]
3221,Male,Adult,,,,,,,,,,['Storytelling']
337,Female,Teenager,Bright,,,,Cute,,,,,['Client and Public Interaction']
3483,Male,Adult,Dark,,,,,,,,,['Public Presentation']
3537,Female,Adult,,,,,,,,,,[]
3728,Female,Adult,,,,,,,,,,[]
3914,Male,Senior,Dark,Smooth,Attractive,,,,,Warm,,['Storytelling']
3972,Female,Senior,,,,,,,,,,[]
5186,Male,Senior,,,,,,,Strong,,,[]
5583,Ambiguous,Adult,Bright,,,,Cute,,,,,[]
5656,Male,Adult,Dark,Rough,Attractive,Authoritative,,,,,,"['Public Presentation', 'Diplomacy and Judiciary']"
5684,Female,Adult,,,Attractive,,,,,Warm,,['Storytelling']
6215,Female,Adult,,,,,,,,Warm,,[]
6308,Ambiguous,Adult,,Smooth,,,,,,,,[]
6339,Female,Adult,,Smooth,,,,,,Warm,,[]
6620,Ambiguous,Teenager,,Smooth,Attractive,,,,,,,['Client and Public Interaction']
667,Female,Adult,,,,Authoritative,,,,,,[]
6895,Female,Adult,Bright,,,,,,,,,['Client and Public Interaction']
70,Male,Adult,Bright,,,,,,,,,[]
7126,Male,Adult,Dark,,,Authoritative,,,,Warm,,"['Public Presentation', 'Storytelling']"
7816,Female,Teenager,Bright,,,,Cute,,,,,[]
7825,Male,Adult,Dark,,Attractive,,,,Strong,,,"['Storytelling', 'Diplomacy and Judiciary']"
7837,Male,Senior,Dark,,,,,,,,Weak,[]
7949,Male,Adult,,Rough,,,,Nasal,,,,['Client and Public Interaction']
7982,Female,Senior,,,,,,,,,Weak,[]
8193,Female,Adult,,Smooth,,,,,,,,[]
8225,Male,Senior,,Rough,,,,,,,,['Storytelling']
8758,Male,Adult,,,,,,,,,,[]
979,Female,Senior,,,,,,Nasal,,,,[]
986,Male,Adult,,Smooth,,,,,,,,['Client and Public Interaction']
p253,Female,Teenager,,,,,,,,,Weak,[]
p260,Male,Adult,,,,,,,,,,[]
p266,Female,Teenager,,,,,,,,,Weak,['Client and Public Interaction']
p268,Ambiguous,Teenager,,,,,,,,,Weak,[]
p288,Female,Adult,,,,,,Nasal,,,,['Client and Public Interaction']
p312,Ambiguous,Teenager,,Rough,,,,,,,,['Client and Public Interaction']
p340,Female,Teenager,,Rough,,,,,,,Weak,[]
p360,Male,Adult,,,Attractive,,,,,Warm,,[]
1025,Male,Adult,Dark,,,,,,,,,['Storytelling']
1050,Female,Senior,Bright,,,,,Nasal,,Warm,,[]
1054,Ambiguous,Adult,,,,,,,,,,[]
112,Female,Teenager,,,,,Cute,,,,,['Storytelling']
114,Ambiguous,Teenager,,,,,Cute,,,,,[]
1425,Female,Teenager,,,,,Cute,Nasal,,,,['Client and Public Interaction']
1513,Ambiguous,Teenager,,,,,,,,,,['Client and Public Interaction']
2146,Male,Adult,Dark,,,,,,Strong,,,[]
2194,Female,Senior,,Smooth,,Authoritative,,,,,,[]
2229,Male,Adult,Dark,,,Authoritative,,,Strong,,,['Storytelling']
2368,Male,Adult,,,,,,Nasal,,,Weak,[]
2411,Female,Teenager,,Smooth,Attractive,,,,,,,[]
2512,Female,Teenager,Bright,,,,,,,,,['Client and Public Interaction']
2570,Female,Senior,,Smooth,,,,,,Warm,,['Storytelling']
258,Male,Teenager,,,,,,,,,Weak,[]
2673,Male,Senior,Dark,,,Authoritative,,,,,,['Diplomacy and Judiciary']
2769,Male,Adult,,,,,,,,,,[]
2775,Female,Adult,,Smooth,Attractive,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
2960,Male,Adult,,,,,,Nasal,,,,[]
3072,Male,Adult,Dark,,Attractive,Authoritative,,,Strong,,,"['Public Presentation', 'Storytelling', 'Diplomacy and Judiciary']"
3118,Male,Senior,,Rough,,,,,,Warm,,['Storytelling']
3645,Ambiguous,Adult,,Smooth,Attractive,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
3851,Female,Adult,,,,,,,,,,['Storytelling']
3889,Female,Adult,,,,,,,,,,['Storytelling']
4495,Male,Adult,Dark,,,Authoritative,,,Strong,,,[]
4598,Female,Adult,,,,,,,,Warm,,['Storytelling']
5386,Male,Adult,,Smooth,Attractive,,,,,,,[]
54,Female,Adult,,Smooth,,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
5400,Female,Adult,,,,,,,,Warm,,['Client and Public Interaction']
5727,Male,Adult,,,,,,,,,,['Public Presentation']
593,Male,Adult,,Smooth,,,,,,,,['Storytelling']
594,Male,Senior,Dark,,,Authoritative,,,Strong,Warm,,['Storytelling']
6037,Male,Senior,Dark,,,,,,Strong,,,['Storytelling']
6099,Female,Adult,,Smooth,,,,,,,,[]
612,Female,Senior,,,,,,,,Warm,,['Client and Public Interaction']
6235,Female,Adult,,Smooth,Attractive,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
6294,Male,Adult,Dark,,,,,,Strong,Warm,,['Storytelling']
6378,Female,Adult,,Smooth,,,,,,,,['Storytelling']
6673,Female,Adult,,Smooth,,,,,,Warm,,"['Storytelling', 'Client and Public Interaction']"
698,Ambiguous,Adult,,Smooth,,,,,,Warm,,['Client and Public Interaction']
7316,Female,Adult,,Smooth,,Authoritative,,,,,,['Diplomacy and Judiciary']
8075,Female,Adult,,Rough,,,,Nasal,,,,['Client and Public Interaction']
